Num?ro;Ville;Site;Usage;Superficie;Cout_m2;COUT;Taxe_Jouissance;Type_option;Date vente;Date fin contrat;attestation etablie;plan etablie;Presence ONEA;Presence SONABEL
1112;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;279;28000;7812000;500;ACOMPTE 30%;17/11/2023;17/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1113;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1114;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;15/11/2023;15/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1115;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1116;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;04/01/2024;04/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1117;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1118;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1119;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1120;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1121;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;285;28000;7980000;500;ACOMPTE 30%;01/12/2023;01/12/2024;NON DEFINI;NON DEFINI;OUI;OUI
1122;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;270;28000;7560000;500;ACOMPTE 30%;17/11/2023;17/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1123;OUAGADOUGOU;SILMIOUGOU;HABITATION;293;26000;7618000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1124;OUAGADOUGOU;SILMIOUGOU;HABITATION;293;26000;7618000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1125;OUAGADOUGOU;SILMIOUGOU;HABITATION;293;26000;7618000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1126;OUAGADOUGOU;SILMIOUGOU;HABITATION;293;26000;7618000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1127;OUAGADOUGOU;SILMIOUGOU;HABITATION;293;26000;7618000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1128;OUAGADOUGOU;SILMIOUGOU;HABITATION;293;26000;7618000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1129;OUAGADOUGOU;SILMIOUGOU;HABITATION;293;26000;7618000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1130;OUAGADOUGOU;SILMIOUGOU;HABITATION;293;26000;7618000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1131;OUAGADOUGOU;SILMIOUGOU;HABITATION;293;26000;7618000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1132;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;265;28000;7420000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1133;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;273;28000;7644000;500;ACOMPTE 30%;28/11/2023;28/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1134;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1135;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1136;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1137;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1138;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1139;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1140;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1141;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1142;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1143;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;277;28000;7756000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1144;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;278;28000;7784000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1145;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1146;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1147;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1148;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1149;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1150;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;15/11/2023;15/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1151;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1152;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;04/12/2023;31/12/2024;NON DEFINI;NON DEFINI;OUI;OUI
1153;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;04/12/2023;04/12/2024;NON DEFINI;NON DEFINI;OUI;OUI
1154;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;273;28000;7644000;500;ACOMPTE 30%;05/01/2024;05/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1155;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;275;28000;7700000;500;ACOMPTE 30%;15/01/2024;15/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1156;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;26/12/2023;26/12/2024;NON DEFINI;NON DEFINI;OUI;OUI
1157;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;04/12/2023;04/12/2023;NON DEFINI;NON DEFINI;OUI;OUI
1158;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1159;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1160;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1161;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;14/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1162;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;04/01/2024;04/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1163;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1164;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1165;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;276;28000;7728000;500;ACOMPTE 30%;17/11/2023;17/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1166;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;277;28000;7756000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1167;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1168;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1169;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1170;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1171;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1172;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1173;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1174;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1175;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1176;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;275;28000;7700000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1177;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;338;28000;9464000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1178;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1179;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1180;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1181;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1182;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;338;28000;9464000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1183;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;338;28000;9464000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1184;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1185;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1186;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1187;OUAGADOUGOU;SILMIOUGOU;HABITATION;400;26000;10400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1188;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;338;28000;9464000;500;ACOMPTE 30%;15/01/2024;15/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1189;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;277;28000;7756000;500;ACOMPTE 30%;04/01/2024;04/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1190;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;22/11/2023;22/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1191;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1192;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1193;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1194;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1195;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1196;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;26/12/2023;26/12/2024;NON DEFINI;NON DEFINI;OUI;OUI
1197;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1198;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1199;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;277;28000;7756000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1200;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;278;28000;7784000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1201;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1202;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1203;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1204;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1205;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1206;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1207;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1208;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1209;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1210;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;277;28000;7756000;500;ACOMPTE 30%;21/03/2024;23/04/2025;NON DEFINI;NON DEFINI;OUI;OUI
1211;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;300;28000;8400000;500;ACOMPTE 30%;02/02/2024;01/02/2025;NON DEFINI;NON DEFINI;OUI;OUI
1212;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1213;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1214;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1215;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;300;28000;8400000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1216;OUAGADOUGOU;SILMIOUGOU;HABITATION;293;26000;7618000;500;ACOMPTE 30%;04/01/2024;04/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1217;OUAGADOUGOU;SILMIOUGOU;HABITATION;293;26000;7618000;500;ACOMPTE 30%;04/01/2024;04/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1218;OUAGADOUGOU;SILMIOUGOU;HABITATION;293;26000;7618000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1219;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;285;28000;7980000;500;ACOMPTE 30%;04/12/2023;04/12/2023;NON DEFINI;NON DEFINI;OUI;OUI
1220;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;297;28000;8316000;500;ACOMPTE 30%;04/12/2023;04/12/2023;NON DEFINI;NON DEFINI;OUI;OUI
1221;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1222;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1223;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;14/12/2023;14/12/2024;NON DEFINI;NON DEFINI;OUI;OUI
1224;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1225;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1226;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1227;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1228;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1229;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1230;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;04/12/2023;04/12/2024;NON DEFINI;NON DEFINI;OUI;OUI
1231;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1232;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;298;28000;8344000;500;ACOMPTE 30%;04/12/2023;04/12/2023;NON DEFINI;NON DEFINI;OUI;OUI
1233;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;297;28000;8316000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1234;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1235;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1236;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1237;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1238;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1239;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1240;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1241;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1242;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1243;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1244;OUAGADOUGOU;SILMIOUGOU;HABITATION;300;26000;7800000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1245;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;298;28000;8344000;500;ACOMPTE 30%;08/11/2023;07/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1246;OUAGADOUGOU;SILMIOUGOU;COMMERCE;697;55000;38335000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1247;OUAGADOUGOU;SILMIOUGOU;COMMERCE  A L'ANGLE;627;50000;31350000;1000;ACOMPTE 50%;04/01/2024;04/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1248;OUAGADOUGOU;SILMIOUGOU;COMMERCE  A L'ANGLE;627;50000;31350000;1000;ACOMPTE 50%;30/01/2024;30/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1249;OUAGADOUGOU;SILMIOUGOU;COMMERCE  A L'ANGLE;627;50000;31350000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1250;OUAGADOUGOU;SILMIOUGOU;COMMERCE  A L'ANGLE;625;50000;31250000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1251;OUAGADOUGOU;SILMIOUGOU;COMMERCE  A L'ANGLE;625;50000;31250000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1252;OUAGADOUGOU;SILMIOUGOU;COMMERCE  A L'ANGLE;624;50000;31200000;1000;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1253;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;286;28000;8008000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1254;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1255;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1256;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1257;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1258;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1259;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;05/01/2024;05/01/2025;NON DEFINI;NON DEFINI;OUI;OUI
1260;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;14/11/2023;14/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1261;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1262;OUAGADOUGOU;SILMIOUGOU;HABITATION;308;26000;8008000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
1263;OUAGADOUGOU;SILMIOUGOU;HABITATION ANGLE;285;28000;7980000;500;ACOMPTE 30%;08/11/2023;08/11/2024;NON DEFINI;NON DEFINI;OUI;OUI
