Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-06-11,7.629028797149658,7.639561395911835,7.4442538910553955,7.47013417454778,545759200
2010-06-14,7.652198791503906,7.798754327678403,7.6440737372138345,7.702756381322899,602960400
2010-06-15,7.815004825592041,7.819819910422961,7.688912604131877,7.693125803358932,585074000
2010-06-16,8.04251766204834,8.057564007725999,7.84329742372686,7.857441342241733,783678000
2010-06-17,8.181546211242676,8.212542922173792,8.110223963071903,8.143326872104033,872855200
2010-06-18,8.247751235961914,8.275739322093672,8.16800339170237,8.192981245824896,784621600
2010-06-21,8.130386352539062,8.396413383758123,8.087051388900488,8.3566897340549,776490400
2010-06-22,8.241133689880371,8.304931983812239,8.170414110357573,8.190275540134126,717262000
2010-06-23,8.154462814331055,8.265508733924092,8.062075354278866,8.26310119075753,768457200
2010-06-24,8.095175743103027,8.22156849301614,8.068090893619784,8.155361886753717,714277200
2010-06-25,8.025962829589844,8.133397432013187,7.999179314258042,8.12707803313622,549942400
2010-06-28,8.074110984802246,8.11774729163325,7.96035701031911,8.032882220516004,584948000
2010-06-29,7.709077835083008,7.956447272269974,7.652802718505773,7.948321412226722,1133344800
2010-06-30,7.5694427490234375,7.763245133552295,7.523701040482846,7.725327135955647,739452000
2010-07-01,7.477658748626709,7.6678506621464955,7.3193667856348315,7.652803515671066,1022896000
2010-07-02,7.4313130378723145,7.551386420154613,7.318762021316244,7.538144131424507,693842800
2010-07-06,7.482172966003418,7.607662545964651,7.407841271055773,7.553494428202155,615235600
2010-07-07,7.784308433532715,7.787318665050129,7.51587469428162,7.538142853806196,654556000
2010-07-08,7.766854763031006,7.911605437878549,7.670555477390527,7.8989658402264125,738144400
2010-07-09,7.812899112701416,7.821324708092899,7.678681025465649,7.730742928052964,433322400
2010-07-12,7.742780685424805,7.880007398070571,7.6696535885595996,7.780096791809675,562878400
2010-07-13,7.5775675773620605,7.715998077469683,7.41596487901971,7.713591338195408,1190924000
2010-07-14,7.605555057525635,7.697942517959043,7.493306169471979,7.504742803146172,812047600
2010-07-15,7.567037105560303,7.733153591652803,7.442148597152368,7.470135888971841,824866000
2010-07-16,7.52039098739624,7.672965419201792,7.4755517013680315,7.619097846313121,1039858400
2010-07-19,7.390387058258057,7.519790109850727,7.21042800422581,7.519790109850727,1024478000
2010-07-20,7.580275058746338,7.610669883145072,7.222763811895797,7.309734281836211,1074950800
2010-07-21,7.65099573135376,7.979316742118223,7.643773906638924,7.977511085043088,1185671200
2010-07-22,7.7948431968688965,7.824334792175313,7.683195410027269,7.754517659112312,645318800
2010-07-23,7.8225297927856445,7.835771279115803,7.712387112705725,7.736763083475178,533388800
2010-07-26,7.802669048309326,7.827345562312115,7.755422218792782,7.8243361333378925,420551600
2010-07-27,7.947115898132324,7.968782976272358,7.833361929829575,7.850515267736231,584771600
2010-07-28,7.853226184844971,8.004597656192505,7.831860443590056,7.934780508166724,519985200
2010-07-29,7.767460823059082,7.904085713905912,7.706973296466039,7.84570438626069,643806800
2010-07-30,7.7415771484375,7.815306133178829,7.6708567884250165,7.700650530531496,448210000
2010-08-02,7.880009651184082,7.902278622819128,7.812901391577618,7.83757790647979,428055600
2010-08-03,7.88241720199585,7.922441403471324,7.806882540882148,7.85473125798327,417653600
2010-08-04,7.914013862609863,7.953134823961607,7.833664134684315,7.909800662922762,420375200
2010-08-05,7.875495910644531,7.920034657507807,7.840887877966845,7.876398337576916,289097200
2010-08-06,7.82704496383667,7.869176165581139,7.753013815199255,7.817715332292042,444897600
2010-08-09,7.876999378204346,7.889037093250326,7.8113954383753255,7.868873518755418,303128000
2010-08-10,7.806583404541016,7.837881475897347,7.750608811278291,7.8198248962686945,451920000
2010-08-11,7.529117107391357,7.694632467415601,7.517682082202642,7.685905526196384,620054400
2010-08-12,7.577268123626709,7.616690438237824,7.406637115073969,7.4237904586201555,534920400
2010-08-13,7.496317386627197,7.57997711224112,7.496016041897635,7.573055826492545,354869200
2010-08-16,7.452380657196045,7.523702929087676,7.421684477104912,7.450574999543625,318430000
2010-08-17,7.582686901092529,7.662736124561128,7.499326903135242,7.52580988470058,422640400
2010-08-18,7.615787506103516,7.663937568513811,7.570948217523399,7.594421764696534,339696000
2010-08-19,7.519790172576904,7.628127219574348,7.483677823577757,7.608866871528963,426706000
2010-08-20,7.512564659118652,7.641364972901341,7.493304318464408,7.505041490343409,384230000
2010-08-23,7.3970046043396,7.583585125864761,7.380453955411666,7.577265728740597,414041600
2010-08-24,7.2203569412231445,7.312743587180717,7.181837058525557,7.302813678126913,602565600
2010-08-25,7.309434413909912,7.342538132291532,7.1382023267307035,7.163480726272653,596867600
2010-08-26,7.230889797210693,7.395501932228632,7.230889797210693,7.386473646059313,466505200
2010-08-27,7.27121639251709,7.301009339401607,7.0888490033905605,7.275129052217176,548391200
2010-08-30,7.297696590423584,7.39550100266679,7.24292579813312,7.245333340808994,383289200
2010-08-31,7.315754413604736,7.35969127137969,7.232997128910288,7.278136954643562,420786800
2010-09-01,7.533329010009766,7.56733434223535,7.411449984244181,7.447260973333695,697037600
2010-09-02,7.588700771331787,7.588700771331787,7.480363771804211,7.561315377747149,415427600
2010-09-03,7.787317752838135,7.787618293803333,7.658818007750095,7.6765732286753785,520788800
2010-09-07,7.758429527282715,7.810190084320809,7.711483251701729,7.72321961970057,342557600
2010-09-08,7.912210464477539,7.956447868443045,7.797251875938148,7.8177159945464245,526551200
2010-09-09,7.91671895980835,8.02054138609586,7.912205220782065,7.976003470519432,438575200
2010-09-10,7.9269561767578125,7.959758552953783,7.86646785575342,7.920335432576564,387542400
2010-09-13,8.036194801330566,8.073510915584318,7.997675719119413,7.99948057284842,388780000
2010-09-14,8.066889762878418,8.100293216129332,7.990451880933649,8.011216537207792,408150400
2010-09-15,8.131891250610352,8.136707139790023,8.060268459571652,8.070199975402048,429368800
2010-09-16,8.32298755645752,8.32599698568271,8.11022613354492,8.132495909811333,652103200
2010-09-17,8.286873817443848,8.364816004761908,8.236015682391084,8.356690146213763,634477200
2010-09-20,8.523411750793457,8.539963210177662,8.301320689604468,8.308241975212864,658677600
2010-09-21,8.539660453796387,8.647395594346174,8.510168855069045,8.542369341516002,668074400
2010-09-22,8.659431457519531,8.666352740503493,8.49873120791434,8.507759492405784,585289600
2010-09-23,8.69464111328125,8.810200751346425,8.606768216079727,8.616698927857547,786116800
2010-09-24,8.796960830688477,8.833374518462419,8.743695948303166,8.790340890716685,649488000
2010-09-27,8.762051582336426,8.869485372854106,8.757537841143261,8.846915863302524,482834800
2010-09-28,8.632649421691895,8.780408753612877,8.275740020003918,8.780408753612877,1035042400
2010-09-29,8.647997856140137,8.721426315063459,8.606769885063912,8.64378465562649,469644000
2010-09-30,8.539057731628418,8.727142576249824,8.463823633062727,8.697049097540676,673391600
2010-10-01,8.502041816711426,8.62422138346336,8.466831909666691,8.61128124440134,448142800
2010-10-04,8.38527774810791,8.513475344974477,8.359095326392477,8.47435439364023,435302000
2010-10-05,8.695245742797852,8.710592625453046,8.480978414056715,8.486396189889856,501967200
2010-10-06,8.702765464782715,8.787027844735043,8.584497752548225,8.714803177228935,670868800
2010-10-07,8.703673362731934,8.7415913736871,8.634157545038153,8.737378172071411,408399600
2010-10-08,8.849628448486328,8.862568596501852,8.727148255970514,8.778607503220723,658403200
2010-10-11,8.888442993164062,8.945019439562719,8.86557294608636,8.869786145553274,427753200
2010-10-12,8.984139442443848,9.013029947414411,8.802072688711904,8.889946367493089,558544000
2010-10-13,9.032292366027832,9.087062358694315,9.022060308915249,9.034098023165347,630092400
2010-10-14,9.097597122192383,9.102411405027297,9.040117429837421,9.078938662311916,435296400
2010-10-15,9.471657752990723,9.479482266644823,9.175837778777344,9.251974306524225,922194000
2010-10-18,9.569761276245117,9.59985394533672,9.4581135202747,9.583905184295782,1093010800
2010-10-19,9.313668251037598,9.442468595003636,9.028682161613037,9.13039844877275,1232784000
2010-10-20,9.344964981079102,9.456913320292731,9.234823102708853,9.298921926389067,721624400
2010-10-21,9.314569473266602,9.471657611743368,9.232714631123407,9.400034825764486,551460000
2010-10-22,9.252875328063965,9.330215608680366,9.217666230403772,9.301024562654938,372778000
2010-10-25,9.29410457611084,9.377162378968132,9.28206686399286,9.301628547977371,392462000
2010-10-26,9.270334243774414,9.321192388244079,9.198108751717518,9.23482378533591,392929600
2010-10-27,9.263713836669922,9.32600700996104,9.196604773241758,9.258296864299853,399002800
2010-10-28,9.185770988464355,9.268828814894825,9.055164989258502,9.267323698660107,551051200
2010-10-29,9.05756950378418,9.205028268515004,9.054258731032583,9.155373909511608,430511200
2010-11-01,9.153867721557617,9.196600792616971,9.09428265844919,9.094884544007568,423889200
2010-11-02,9.309755325317383,9.334733182949382,9.238735215300382,9.238735215300382,433930000
2010-11-03,9.413276672363281,9.415684215082802,9.284776892258748,9.370242248044685,508348400
2010-11-04,9.577892303466797,9.635371201603817,9.48038839472681,9.493027998641324,642488000
2010-11-05,9.543582916259766,9.617011374423747,9.532147889998237,9.569464004861667,361253200
2010-11-08,9.588422775268555,9.623030001492769,9.532448202522682,9.545689689396841,281758400
2010-11-09,9.511983871459961,9.669072825484115,9.4644365081295,9.661548852409311,383544000
2010-11-10,9.57066822052002,9.592937191880779,9.435848209979145,9.528837558561866,384227200
2010-11-11,9.52913761138916,9.581801402749319,9.456912133733221,9.479482444828387,361284000
2010-11-12,9.269734382629395,9.524627068543648,9.137323484814427,9.509580722613213,795846800
2010-11-15,9.239940643310547,9.345268261058605,9.216768438832222,9.282673737004137,403606000
2010-11-16,9.07593059539795,9.256792886499248,9.007617751929851,9.200217219736185,657650000
2010-11-17,9.043124198913574,9.148150418690927,8.960667482710647,9.06418939035059,479449600
2010-11-18,9.281769752502441,9.319085870270516,9.169220316955816,9.184567200198373,494491200
2010-11-19,9.230612754821777,9.280869025309386,9.185773457780876,9.26792887942416,384843200
2010-11-22,9.430130004882812,9.430130004882812,9.204729028323195,9.229104194358772,393075200
2010-11-23,9.290793418884277,9.381677338027204,9.225490842311475,9.342554775263288,519447600
2010-11-24,9.473466873168945,9.491523449740823,9.3816820881461,9.389204456338772,413725200
2010-11-26,9.479483604431152,9.560736573596094,9.417490979286715,9.441565605726565,237585600
2010-11-29,9.535758972167969,9.554115282675543,9.370544945327572,9.494530198937587,445785200
2010-11-30,9.363619804382324,9.460220421198214,9.355193407118064,9.435543114924306,501858000
2010-12-01,9.521617889404297,9.56224398536104,9.479486676790243,9.487611735264382,461750800
2010-12-02,9.574278831481934,9.599857771120742,9.47617305893932,9.55562037276328,462837200
2010-12-03,9.552909851074219,9.58932272519397,9.519806946025138,9.539969712218916,342092800
2010-12-06,9.634465217590332,9.700069149373327,9.582402508194619,9.589023250657904,448481600
2010-12-07,9.576087951660156,9.750028179164282,9.573379866530734,9.744311467707101,391454000
2010-12-08,9.660346031188965,9.660647375862741,9.542981521989594,9.61881671721355,321935600
2010-12-09,9.62273120880127,9.705187163105665,9.6004614313757,9.694053479771805,294151200
2010-12-10,9.646805763244629,9.661551565304901,9.587821751417598,9.619420357881577,262511200
2010-12-13,9.680205345153809,9.782223754128596,9.660043381913757,9.761459101672521,439815600
2010-12-14,9.638677597045898,9.706388530379044,9.599856372644048,9.682012562235684,351008000
2010-12-15,9.640787124633789,9.720233644113732,9.605577205071425,9.629952376015492,417312000
2010-12-16,9.66756820678711,9.708495633080705,9.632960982488353,9.66275312091895,322030800
2010-12-17,9.648308753967285,9.683819208979651,9.636872924927209,9.67900412306804,386929200
2010-12-20,9.696455001831055,9.727753050560008,9.576682991229635,9.67809789427318,385610400
2010-12-21,9.756345748901367,9.762063262400524,9.691645032192348,9.72023340327401,256354000
2010-12-22,9.785234451293945,9.802087252514786,9.736783853162715,9.761159824564249,265921600
2010-12-23,9.738289833068848,9.784934778063498,9.725349689919469,9.780421036271903,223157200
2010-12-27,9.77078914642334,9.793660805113781,9.675693607888872,9.715718608804249,249816000
2010-12-28,9.794564247131348,9.830375244949481,9.78222599067996,9.807804930441854,175924000
2010-12-29,9.789146423339844,9.824054991261015,9.783428107248431,9.81713290373833,163139200
2010-12-30,9.740095138549805,9.795767565115955,9.721738023762317,9.79486513822459,157494400
2010-12-31,9.706991195678711,9.734677135478744,9.669373739610469,9.718727565538504,193508000
2011-01-03,9.917949676513672,9.93871433803285,9.775607278930925,9.799681911069202,445138400
2011-01-04,9.969709396362305,10.006122281441051,9.875214934082276,10.004316624062993,309080800
2011-01-05,10.051259994506836,10.061492050830255,9.915838933980734,9.917344049938777,255519600
2011-01-06,10.043140411376953,10.088882136088403,10.018162546417782,10.07293256031677,300428800
2011-01-07,10.115059852600098,10.121981136501677,9.98806437800704,10.05096022959101,311931200
2011-01-10,10.30555248260498,10.32902522231407,10.146658668999434,10.196613577045158,448560000
2011-01-11,10.28117847442627,10.381088301774025,10.215875071229815,10.378681562186584,444108000
2011-01-12,10.364836692810059,10.365138037479504,10.292010927441842,10.329628385217942,302590400
2011-01-13,10.402756690979004,10.43164721268047,10.347686142950433,10.38710846197665,296780400
2011-01-14,10.487019538879395,10.487019538879395,10.365441802704506,10.409077324615703,308840000
2011-01-18,10.251385688781738,10.375070418376318,9.810514348586604,9.916443847403409,1880998000
2011-01-19,10.196913719177246,10.490626686316126,10.13793053220479,10.483102713841697,1135612800
2011-01-20,10.011540412902832,10.180666322303043,9.93450062968956,10.124391199549049,764789200
2011-01-21,9.832180976867676,10.077744746980335,9.829472089098152,10.044340488394957,754401200
2011-01-24,10.155086517333984,10.155086517333984,9.832181610029233,9.836696155407223,574683200
2011-01-25,10.273955345153809,10.275159920361912,10.068416563964574,10.121381711757236,546868000
2011-01-26,10.347684860229492,10.400348661840564,10.276965288379174,10.320901344181868,506875600
2011-01-27,10.328420639038086,10.372959367507468,10.31698561682574,10.345573975942145,285026000
2011-01-28,10.114458084106445,10.364235856044022,10.03711857555162,10.357314571512338,592057200
2011-01-31,10.211359977722168,10.233027865118302,10.060290669639219,10.105430494542905,377246800
2011-02-01,10.383194923400879,10.401852578724338,10.261315867269705,10.27094603960997,426633200
2011-02-02,10.36182689666748,10.389813375645456,10.3386546995845,10.365739555413388,258955200
2011-02-03,10.335342407226562,10.359417831090926,10.18818499499073,10.346176347965526,393797600
2011-02-04,10.427431106567383,10.433449963578365,10.337451203217503,10.341363058481784,321840400
2011-02-07,10.589332580566406,10.630559732140108,10.461735253601056,10.469258421249446,485021600
2011-02-08,10.689247131347656,10.69887730452337,10.597462355817225,10.643505415934781,381040800
2011-02-09,10.778326034545898,10.80360524243559,10.679318616195548,10.688947987043733,482745200
2011-02-10,10.669384002685547,10.833695591971008,10.47257138769669,10.755151513486613,928550000
2011-02-11,10.738903045654297,10.767491418849303,10.639292944008988,10.675706637031208,367572800
2011-02-14,10.809015274047852,10.818042753867628,10.734684416308001,10.737091958549415,310416400
2011-02-15,10.83068561553955,10.832792617428707,10.759966049843445,10.809319073498829,284174800
2011-02-16,10.927887916564941,10.981152790675539,10.848741154436812,10.857768636118038,481157600
2011-02-17,10.782537460327148,10.841822006546282,10.728970427443821,10.75093966104714,530583200
2011-02-18,10.549610137939453,10.818646583084401,10.518312085502872,10.794872502737881,816057200
2011-02-22,10.18999195098877,10.394327717369386,10.163209243903275,10.296523304414436,872555600
2011-02-23,10.310673713684082,10.371461789505963,10.189997578497511,10.194813470129594,671854400
2011-02-24,10.31849479675293,10.386807635604685,10.182773153206675,10.352802290331308,499900800
2011-02-25,10.477389335632324,10.485514392758093,10.376274924290374,10.390117495158588,380018800
2011-02-28,10.629358291625977,10.68473016349651,10.566462447440637,10.57007376129119,403074000
2011-03-01,10.511994361877441,10.704894315290108,10.462941881108032,10.697371145587883,456136800
2011-03-02,10.5965576171875,10.66366667157597,10.484609280709963,10.531555564674289,602590800
2011-03-03,10.820455551147461,10.827376836146128,10.710914744855437,10.749134091868275,500788400
2011-03-04,10.833695411682129,10.842422352793887,10.765984473835177,10.835801609900722,453266800
2011-03-07,10.694059371948242,10.883949864730353,10.572180346837495,10.875824007093527,546123200
2011-03-08,10.706103324890137,10.755457174459512,10.6004743383824,10.680523571084311,356316800
2011-03-09,10.607089042663574,10.67600374664355,10.550814741365592,10.673896745001327,453306000
2011-03-10,10.432547569274902,10.525838253249786,10.379281885837699,10.50627656460361,507539200
2011-03-11,10.592643737792969,10.602575253115766,10.382290723550856,10.392220631702308,471080400
2011-03-14,10.639891624450684,10.7277653270538,10.572181494033876,10.62845579646633,435957200
2011-03-15,10.395230293273926,10.467755503382643,10.234831387559476,10.295018343934101,721081200
2011-03-16,9.931184768676758,10.322100998406695,9.81833403983523,10.292007524287989,1162011200
2011-03-17,10.070525169372559,10.220090201110871,9.950752284648926,10.136429667217811,659422400
2011-03-18,9.9510498046875,10.177654556545681,9.930887034719296,10.145454072093253,753214000
2011-03-21,10.210756301879883,10.223996982714901,10.089177810228849,10.111147038446884,409402000
2011-03-22,10.267934799194336,10.31066868475921,10.20594217801112,10.308863027622666,325922800
2011-03-23,10.20744800567627,10.23844391663583,10.109944120677069,10.21015608977701,372996400
2011-03-24,10.38138484954834,10.412381551788785,10.197513244372566,10.287493119932396,404712000
2011-03-25,10.579103469848633,10.594751695054953,10.443079707259468,10.474678305912109,448910000
2011-03-28,10.545997619628906,10.662761819031449,10.545997619628906,10.627551913171859,309355200
2011-03-29,10.561651229858398,10.561651229858398,10.414193211558295,10.462342473359415,352900800
2011-03-30,10.491527557373047,10.559239281674682,10.455716571616975,10.552015851305743,329406000
2011-03-31,10.487915992736816,10.526736402414913,10.414187027368762,10.423214506354535,274019200
2011-04-01,10.369050025939941,10.580608451144837,10.33113202659434,10.566163996471053,418661600
2011-04-04,10.267634391784668,10.370253898083053,10.183673342806781,10.361526956935691,460084800
2011-04-05,10.198417663574219,10.299532039129913,10.111447198596817,10.141240135628243,482731200
2011-04-06,10.17283821105957,10.349186688487677,10.145754160409602,10.268536422187452,402539200
2011-04-07,10.174041748046875,10.244760492120228,10.112348877041018,10.17464283004959,373447200
2011-04-08,10.083163261413574,10.236339597831742,10.049759801304086,10.229418312181169,377535200
