Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.440329551696777,6.455075347440217,6.391277079556666,6.42287527069158,493729600
2010-01-05,6.451465606689453,6.4878788893442865,6.417459465133687,6.458086349642286,601904800
2010-01-06,6.348847389221191,6.477046253588525,6.342226645342805,6.4514665085786,552160000
2010-01-07,6.3371100425720215,6.379843531927759,6.291066984952576,6.372319959542432,477131200
2010-01-08,6.379240989685059,6.37984327724476,6.291368480282735,6.328683790652659,447610800
2010-01-11,6.3229660987854,6.409936173343546,6.273010388314571,6.403917316228298,462229600
2010-01-12,6.251041412353516,6.3127338927434735,6.211920047406048,6.295278805728234,594459600
2010-01-13,6.339216709136963,6.347643110296653,6.14210433388789,6.255557395887626,605892000
2010-01-14,6.302502155303955,6.333498868494199,6.290163899676365,6.322966270050092,432894000
2010-01-15,6.197176456451416,6.367807496269288,6.195370798716445,6.347644318228767,594067600
2010-01-19,6.471327781677246,6.475841925122603,6.236598349412447,6.26939991973662,730007600
2010-01-20,6.3717193603515625,6.486676348019481,6.3046102907341215,6.467416401831435,612152800
2010-01-21,6.261573791503906,6.419264624350618,6.235693511008879,6.382249860636964,608154400
2010-01-22,5.951009750366211,6.244422252842924,5.933254922521883,6.222755167225841,881767600
2010-01-25,6.111107349395752,6.16015943254039,6.024437807372042,6.0942549496076115,1065699600
2010-01-26,6.197476387023926,6.431303802197153,6.096361981140937,6.197777329930594,1867110000
2010-01-27,6.255856990814209,6.337109150378845,6.0045749318299,6.224860278743567,1722568400
2010-01-28,5.997354030609131,6.184235565722863,5.979599201941326,6.167082622894167,1173502400
2010-01-29,5.7797770500183105,6.0849263149904775,5.725307591416028,6.051221514344954,1245952400
2010-02-01,5.860125541687012,5.898344477588977,5.756904561544345,5.7891046408340845,749876400
2010-02-02,5.894133567810059,5.907976943396277,5.819501725788426,5.895638684340678,698342400
2010-02-03,5.99554443359375,6.024735475816984,5.850794198742896,5.873364501086231,615328000
2010-02-04,5.779476165771484,5.969667242555499,5.7650309076728465,5.920313414304272,757652000
2010-02-05,5.8820929527282715,5.898343863890438,5.743361536593577,5.796928551283286,850306800
2010-02-08,5.841768741607666,5.9549208411804475,5.838157427448201,5.889015964941626,478270800
2010-02-09,5.904062271118164,5.943484575746799,5.860727307978443,5.91098355428842,632886800
2010-02-10,5.871861457824707,5.916400591530323,5.845981179972038,5.895033250410579,370361600
2010-02-11,5.978695392608643,6.0111968229811845,5.839963934467913,5.864640849689512,550345600
2010-02-12,6.030154705047607,6.0680726986232685,5.883297816098785,5.961841886968793,655468800
2010-02-16,6.121038436889648,6.129765378733116,6.064462380073955,6.0771015794095895,543737600
2010-02-17,6.095460891723633,6.14842524774736,6.044601931129766,6.144813932074919,436396800
2010-02-18,6.106894493103027,6.135784609934059,6.046406175112895,6.067772317592677,422825200
2010-02-19,6.06897497177124,6.115018420716437,6.052122575252121,6.074693287277048,415469600
2010-02-22,6.031359672546387,6.093954593351487,5.994344899460681,6.089139908514897,390563600
2010-02-23,5.930243968963623,6.058743752775308,5.889617889778194,6.018719157494267,575094800
2010-02-24,6.038582801818848,6.0620555459310665,5.953718103981422,5.9654548778304815,460566400
2010-02-25,6.078907012939453,6.104787296426052,5.92512882100587,5.939874619986777,665126000
2010-02-26,6.157751560211182,6.174303015148983,6.078906542567606,6.090341969061385,507460800
2010-03-01,6.289262294769287,6.304609579248749,6.182730515986428,6.191758401290746,550093600
2010-03-02,6.285048007965088,6.344633085337924,6.251643753271007,6.317548630519751,566546400
2010-03-03,6.299491882324219,6.3157427958339145,6.257662434350281,6.2877559150418,372052800
2010-03-04,6.341022491455078,6.347342292449356,6.278427572700077,6.297989263284817,366041200
2010-03-05,6.58899450302124,6.611564820029536,6.458989975276706,6.468319205714553,899620400
2010-03-08,6.592906475067139,6.623300503022702,6.567928615803125,6.620893361581227,429889600
2010-03-09,6.711475372314453,6.771060462018715,6.5570952738175805,6.569734474392281,920259200
2010-03-10,6.766242980957031,6.785503320606141,6.716889967777388,6.73584896282668,596218000
2010-03-11,6.786108016967773,6.786108016967773,6.720504459061035,6.738260094131846,405700400
2010-03-12,6.819209098815918,6.85321443555439,6.793629358308343,6.84238049293303,416323600
2010-03-15,6.73615026473999,6.786104764403959,6.628113800225308,6.782494254112873,493502800
2010-03-16,6.754506587982178,6.770456154901569,6.696125290810637,6.746381534015936,446908000
2010-03-17,6.744577884674072,6.814695570352755,6.7189985421454095,6.768050626934482,450956800
2010-03-18,6.760528564453125,6.771061165727861,6.699137409094512,6.743976300696583,342109600
2010-03-19,6.688302516937256,6.778282430330894,6.657606744547779,6.764740402337453,559445600
2010-03-22,6.763535022735596,6.801152472516573,6.625104543286528,6.634734713289417,456419600
2010-03-23,6.8721747398376465,6.884814341965517,6.7439754718697085,6.7903198760860315,602431200
2010-03-24,6.902568340301514,6.927546195400415,6.846593773021356,6.850506431917748,597780400
2010-03-25,6.820713043212891,6.950717936896663,6.808675329838744,6.949212820932059,542284400
2010-03-26,6.948614120483398,6.980211923542159,6.877893735549412,6.889931453049481,640875200
2010-03-29,6.993452072143555,7.037990819887507,6.970280673114292,7.011809991714337,540744400
2010-03-30,7.0975751876831055,7.146628475945356,7.049425129865078,7.120145502173249,527310000
2010-03-31,7.071994304656982,7.120445699343426,7.055744195137805,7.086740905378297,430659600
2010-04-01,7.1011857986450195,7.184243615579169,7.004284610428982,7.144520766028681,603145200
2010-04-05,7.177023410797119,7.177625296640896,7.065075054612376,7.071395257764984,684507600
2010-04-06,7.208624362945557,7.22968957075071,7.132186443069386,7.16829880186834,447017200
2010-04-07,7.240520000457764,7.2802436561888975,7.182137886562627,7.208921400521292,628502000
2010-04-08,7.220961570739746,7.268810298535083,7.163482667714339,7.235707374767766,572989200
2010-04-09,7.27632999420166,7.279340226108691,7.236305802906011,7.265496855830414,334182800
2010-04-12,7.291377544403076,7.31485028303942,7.276932287651042,7.288668656969214,333026400
2010-04-13,7.295590877532959,7.306726166168728,7.255867219949647,7.2784383383159215,306210800
2010-04-14,7.39369535446167,7.39730666847978,7.344944222388529,7.381357100025964,404076400
2010-04-15,7.490897178649902,7.494207147729922,7.3882776905565155,7.396402744542454,376784800
2010-04-16,7.445154666900635,7.557704865687726,7.359387976078513,7.480363769855485,750545600
2010-04-19,7.435223579406738,7.459900084684891,7.2757271145079185,7.434019808242655,566924400
2010-04-20,7.36059045791626,7.500826566728542,7.311537994465862,7.47946003301925,738326400
2010-04-21,7.8008599281311035,7.831856631013278,7.695832912516699,7.788220332050069,982391200
2010-04-22,8.019041061401367,8.027467461786438,7.709979563470833,7.7713711055477255,793424800
2010-04-23,8.150247573852539,8.190873649241144,8.034989286152019,8.06478142000274,796955600
2010-04-26,8.110224723815918,8.199301402640431,8.070801609611443,8.181847519754086,479068800
2010-04-27,7.885726451873779,8.060269305034447,7.839984741104637,8.04311596259957,709343600
2010-04-28,7.872486114501953,7.944709998402514,7.716300368440147,7.92214048670062,758402400
2010-04-29,8.084346771240234,8.125273406216044,7.884826010492664,7.915220043767552,558840800
2010-04-30,7.857137680053711,8.142424284498508,7.854429596054977,8.104506287001678,542463600
2010-05-03,8.015432357788086,8.061476230239899,7.911007156537767,7.939897681554131,454342000
2010-05-04,7.7846150398254395,7.923346948704746,7.726535050447708,7.911310032427019,723819600
2010-05-05,7.703657150268555,7.768358636812491,7.4851775330117105,7.614580506099584,883103200
2010-05-06,7.410548686981201,7.771671275360823,5.996149002978809,7.6386577471224,1285860800
2010-05-07,7.097875118255615,7.420178088575527,6.777378608668771,7.334110841976601,1676018400
2010-05-10,7.643470287322998,7.663332511326719,7.479159543038138,7.530920898977439,984306400
2010-05-11,7.71960973739624,7.821024661807859,7.538446165856317,7.578770899197833,848906800
2010-05-12,7.887232303619385,7.918529562595967,7.785215469932708,7.801464779860699,654379600
2010-05-13,7.774982452392578,7.974803697985052,7.715998453037095,7.9212366703282555,599712400
2010-05-14,7.638357162475586,7.718406363102898,7.50835304986718,7.678682705675704,759362800
2010-05-17,7.650396347045898,7.709380360533418,7.454486910060348,7.6648416083700175,762834800
2010-05-18,7.594419479370117,7.780698666415008,7.53122229035343,7.733451848752679,782678400
2010-05-19,7.473443984985352,7.611272603537879,7.368417737097622,7.50835255392336,1025726800
2010-05-20,7.15505313873291,7.338322890713206,7.108407404871072,7.2790375588030125,1282915200
2010-05-21,7.292281627655029,7.35788556923886,6.962154114167775,7.006391512766359,1223891200
2010-05-24,7.425895690917969,7.550483624833846,7.410849351427251,7.4415447197174895,754238800
2010-05-25,7.379551887512207,7.425895479698039,7.136997573118984,7.202902048954962,1048006400
2010-05-26,7.346148490905762,7.587499865670888,7.335314546933092,7.525807778983023,850654000
2010-05-27,7.624212265014648,7.640463178787095,7.496615711959011,7.5414549908784965,666282400
2010-05-28,7.730441570281982,7.806277545892491,7.624210774793842,7.80597700489645,815614800
2010-06-01,7.84931755065918,8.003095824823827,7.7930424087066275,7.81501084838532,876472800
2010-06-02,7.943209171295166,7.968788120577755,7.834269413907946,7.960963602681221,688548000
2010-06-03,7.918224334716797,7.991351409417327,7.836670059959295,7.980216126572905,650106800
2010-06-04,7.702761173248291,7.881516496762564,7.662736958948815,7.770471340431092,758304400
2010-06-07,7.551688194274902,7.798756282805282,7.53995101964211,7.7728759975647135,886942000
2010-06-08,7.50324010848999,7.637758814341266,7.39249549738662,7.620906006666664,1000770400
2010-06-09,7.3187642097473145,7.5805797409665265,7.297398466799586,7.567638793003904,854630000
2010-06-10,7.538750171661377,7.552893286246403,7.288671780286166,7.368119119295435,776356000
